[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000206s ]
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000331s ]
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | SQL: SHOW COLUMNS FROM `form` [ RunTime:0.000565s ]
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | SQL: SELECT * FROM `form` ORDER BY id desc LIMIT 6   [ RunTime:0.000127s ]
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Tag[ view_template ] --START--
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000125s ]
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000228s ]
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Tag[ view_parse ] --START--
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Run ParseTemplate Behavior [ RunTime:0.006035s ]
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006152s ]
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Tag[ view_filter ] --START--
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Run ContentReplace Behavior [ RunTime:0.000223s ]
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Run TokenBuild Behavior [ RunTime:0.000344s ]
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000081s ]
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000289s ]
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001213s ]
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Tag[ view_end ] --START--
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000120s ]
[ 2012-03-07T21:29:49+08:00 ] /Examples/Form/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000223s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Tag[ route_check ] --START--
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Run CheckRoute Behavior [ RunTime:0.000160s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Tag[ route_check ] --END-- [ RunTime:0.000286s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Tag[ app_begin ] --START--
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000195s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000294s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | SQL: SHOW COLUMNS FROM `think_form` [ RunTime:0.010491s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | SQL: SELECT `id` FROM `think_form` WHERE ( `title` = 'hello' ) LIMIT 1   [ RunTime:0.000213s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | NOTIC: [8] Undefined offset: 3 Model.class.php 第 954 行.
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | SQL: INSERT INTO `think_form` (`title`,`content`,`email`,`status`,`create_time`) VALUES ('hello','hellotest','boj@mail.ustc.edu.cn','1',1331127110) [ RunTime:0.000215s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Tag[ view_template ] --START--
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Run LocationTemplate Behavior [ RunTime:0.000115s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Tag[ view_template ] --END-- [ RunTime:0.000218s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Tag[ view_parse ] --START--
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Run ParseTemplate Behavior [ RunTime:0.004666s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Tag[ view_parse ] --END-- [ RunTime:0.004780s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Tag[ view_filter ] --START--
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Run ContentReplace Behavior [ RunTime:0.000173s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Run TokenBuild Behavior [ RunTime:0.000204s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000099s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Run ShowRuntime Behavior [ RunTime:0.000276s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001024s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Tag[ view_end ] --START--
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Run ShowPageTrace Behavior [ RunTime:0.000113s ]
[ 2012-03-07T21:31:50+08:00 ] /Examples/Form/Index/insert | INFO: Tag[ view_end ] --END-- [ RunTime:0.000210s ]
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000205s ]
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000329s ]
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | SQL: SHOW COLUMNS FROM `think_form` [ RunTime:0.000906s ]
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | SQL: SELECT * FROM `think_form` ORDER BY id desc LIMIT 6   [ RunTime:0.000209s ]
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Tag[ view_template ] --START--
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000126s ]
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000228s ]
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Tag[ view_parse ] --START--
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Run ParseTemplate Behavior [ RunTime:0.005981s ]
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006093s ]
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Tag[ view_filter ] --START--
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Run ContentReplace Behavior [ RunTime:0.000220s ]
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Run TokenBuild Behavior [ RunTime:0.000343s ]
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000080s ]
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000286s ]
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001198s ]
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Tag[ view_end ] --START--
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000120s ]
[ 2012-03-07T21:31:51+08:00 ] /Examples/Form/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000223s ]
[ 2012-03-07T21:43:37+08:00 ] /Examples/Form/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-07T21:43:37+08:00 ] /Examples/Form/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000204s ]
[ 2012-03-07T21:43:37+08:00 ] /Examples/Form/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000328s ]
